timestamp,sample,cement,strength,fineness,material_1,material_2,material_3,material_4,material_5,material_6,material_7,material_8,material_9,material_10,material_11,material_12,material_13,material_14,material_15
2022-12-05,221205iibll32,CEM II BLL 32,39.22,18.70,13.97,3.92,0.85,4.40,18.66,0.52,9.16,3.33,16.99,10.81,2.92,10.46,1.32,1.09,1.24
2022-12-05,221205iias52,CEM II AS 52,55.86,14.87,12.51,4.70,0.90,4.49,22.87,4.44,0.75,2.56,11.17,14.71,2.82,13.29,2.24,1.19,0.99
2022-12-07,221207iias42,CEM II AS 42,50.69,23.22,12.21,5.51,1.01,4.23,22.22,6.21,0.70,2.24,11.08,14.51,2.45,12.70,2.43,1.18,1.08
2022-12-07,221207iibll32,CEM II BLL 32,38.51,19.50,14.10,3.92,0.85,4.36,18.71,0.51,9.19,3.32,17.09,10.73,2.90,10.37,1.33,1.09,1.24
2022-12-07,221207iias52,CEM II AS 52,56.80,15.22,12.66,4.71,0.90,4.47,22.84,4.44,0.75,2.54,11.29,14.68,2.82,13.24,2.25,1.18,1.00
2022-12-07,221207i42,CEM I 42,50.58,21.62,14.04,3.05,0.70,4.68,25.20,0.41,0.82,2.48,12.15,14.72,2.92,14.68,1.91,1.16,0.84
2022-12-07,221207i52,CEM I 52,58.00,14.20,14.26,3.08,0.72,4.46,25.57,0.35,0.79,2.04,12.36,14.57,2.49,14.96,1.93,1.15,0.85
2022-12-09,221209iias52,CEM II AS 52,55.54,15.45,12.53,4.71,0.90,4.49,22.93,4.44,0.75,2.55,11.12,14.77,2.80,13.35,2.25,1.19,0.99
2022-12-09,221209i42,CEM I 42,49.72,22.08,13.85,3.04,0.70,4.71,25.12,0.41,0.82,2.49,11.99,14.90,2.92,14.88,1.90,1.16,0.84
2022-12-09,221209i52,CEM I 52,57.63,13.89,14.13,3.06,0.71,4.47,25.70,0.35,0.79,2.07,12.14,14.73,2.51,15.14,1.94,1.15,0.85
2022-12-09,221209iibll32,CEM II BLL 32,38.71,18.53,13.92,3.91,0.85,4.38,18.69,0.52,9.21,3.33,16.96,10.81,2.91,10.52,1.33,1.09,1.24
2022-12-09,221209iias42,CEM II AS 42,49.10,23.43,12.07,5.50,1.00,4.24,22.23,6.21,0.70,2.25,10.89,14.64,2.45,12.92,2.42,1.19,1.08
2022-12-12,221212iibll32,CEM II BLL 32,38.68,18.74,13.99,3.92,0.85,4.38,18.75,0.51,9.19,3.32,16.98,10.81,2.90,10.45,1.33,1.08,1.24
2022-12-12,221212iias52,CEM II AS 52,56.94,15.11,12.52,4.69,0.90,4.49,22.97,4.45,0.75,2.54,11.15,14.76,2.82,13.28,2.24,1.19,0.99
2022-12-12,221212i42,CEM I 42,49.89,22.24,13.93,3.03,0.70,4.69,25.19,0.41,0.82,2.49,12.02,14.86,2.92,14.77,1.90,1.16,0.84
2022-12-12,221212i52,CEM I 52,57.13,14.07,14.17,3.08,0.71,4.48,25.57,0.35,0.79,2.06,12.24,14.70,2.50,15.06,1.93,1.15,0.85
2022-12-12,221212iias42,CEM II AS 42,50.40,22.88,12.10,5.50,1.00,4.25,22.22,6.23,0.70,2.25,10.96,14.58,2.44,12.89,2.42,1.19,1.08
2022-12-14,221214iibll32,CEM II BLL 32,39.09,19.14,13.86,3.93,0.84,4.40,18.75,0.51,9.18,3.34,16.87,10.92,2.90,10.61,1.33,1.09,1.24
2022-12-14,221214i42,CEM I 42,49.43,21.82,13.71,3.04,0.69,4.71,25.17,0.42,0.82,2.51,11.86,14.95,2.91,15.00,1.90,1.16,0.84
2022-12-14,221214i52,CEM I 52,56.93,13.87,13.97,3.07,0.71,4.51,25.63,0.35,0.80,2.08,12.07,14.85,2.51,15.31,1.94,1.15,0.85
2022-12-14,221214iias52,CEM II AS 52,55.71,14.99,12.37,4.70,0.89,4.52,22.87,4.44,0.75,2.56,11.03,14.86,2.82,13.49,2.24,1.19,1.00
2022-12-14,221214iias42,CEM II AS 42,49.78,23.20,11.92,5.50,0.99,4.26,22.20,6.21,0.70,2.26,10.80,14.74,2.45,12.98,2.41,1.19,1.08
2022-12-16,221216i42,CEM I 42,50.24,21.54,13.73,3.04,0.69,4.70,25.13,0.41,0.82,2.50,11.85,14.97,2.93,14.98,1.90,1.16,0.84
2022-12-16,221216iias42,CEM II AS 42,49.34,22.92,11.96,5.52,0.99,4.27,22.17,6.20,0.70,2.24,10.82,14.78,2.46,12.94,2.42,1.18,1.08
2022-12-16,221216i52,CEM I 52,57.01,13.88,13.98,3.07,0.70,4.49,25.55,0.35,0.80,2.07,12.11,14.81,2.51,15.22,1.94,1.15,0.85
2022-12-16,221216iibll32,CEM II BLL 32,37.48,19.51,13.92,3.92,0.83,4.38,18.75,0.51,9.19,3.33,16.87,10.91,2.90,10.57,1.32,1.08,1.24
2022-12-16,221216iias52,CEM II AS 52,55.33,15.12,12.38,4.73,0.89,4.51,22.89,4.42,0.75,2.55,11.08,14.95,2.83,13.41,2.24,1.19,1.00
2022-12-19,221219i52,CEM I 52,56.34,13.83,13.77,3.07,0.70,4.51,25.55,0.35,0.80,2.10,11.89,15.01,2.50,15.47,1.94,1.15,0.85
2022-12-19,221219i42,CEM I 42,48.69,22.44,13.53,3.03,0.68,4.73,25.22,0.42,0.83,2.53,11.70,15.10,2.92,15.14,1.90,1.16,0.83
2022-12-19,221219iias52,CEM II AS 52,55.18,15.31,12.18,4.76,0.89,4.53,22.94,4.40,0.75,2.57,10.87,15.02,2.82,13.62,2.24,1.18,0.99
2022-12-19,221219iibll32,CEM II BLL 32,38.37,18.96,13.71,3.93,0.82,4.43,18.65,0.52,9.18,3.37,16.81,11.02,2.89,10.68,1.33,1.09,1.24
2022-12-19,221219iias42,CEM II AS 42,48.52,23.37,11.77,5.55,0.99,4.29,22.21,6.18,0.70,2.26,10.65,14.90,2.44,13.18,2.42,1.18,1.07
2022-12-21,221221iias52,CEM II AS 52,56.74,14.59,12.38,4.73,0.90,4.51,22.89,4.41,0.75,2.55,11.02,14.88,2.82,13.44,2.23,1.19,1.00
2022-12-21,221221iias42,CEM II AS 42,49.84,22.50,11.94,5.54,1.00,4.27,22.17,6.18,0.70,2.24,10.79,14.75,2.45,13.00,2.42,1.18,1.08
2022-12-21,221221i42,CEM I 42,50.11,21.62,13.73,3.04,0.69,4.69,25.22,0.41,0.82,2.51,11.84,15.00,2.92,15.02,1.91,1.16,0.84
2022-12-21,221221i52,CEM I 52,56.70,14.04,13.97,3.08,0.70,4.50,25.58,0.35,0.80,2.08,12.08,14.86,2.51,15.26,1.94,1.15,0.85
2022-12-21,221221iibll32,CEM II BLL 32,38.03,19.49,13.86,3.93,0.82,4.40,18.71,0.51,9.16,3.33,16.93,10.96,2.89,10.59,1.33,1.08,1.24
2022-12-23,221223i42,CEM I 42,49.33,21.52,13.58,3.04,0.69,4.72,25.22,0.41,0.82,2.51,11.75,15.05,2.92,15.06,1.90,1.16,0.84
2022-12-23,221223i52,CEM I 52,56.14,13.66,13.87,3.06,0.70,4.53,25.63,0.35,0.80,2.08,11.96,14.90,2.51,15.40,1.94,1.15,0.84
2022-12-23,221223iias42,CEM II AS 42,48.11,23.33,11.81,5.53,1.00,4.28,22.21,6.16,0.70,2.25,10.76,14.82,2.45,13.08,2.42,1.18,1.07
2022-12-23,221223iibll32,CEM II BLL 32,37.21,20.00,13.81,3.90,0.81,4.41,18.70,0.51,9.19,3.35,16.88,10.97,2.87,10.62,1.32,1.09,1.24
2022-12-23,221223iias52,CEM II AS 52,54.58,15.09,12.29,4.72,0.89,4.50,22.79,4.40,0.75,2.56,10.95,15.02,2.82,13.52,2.24,1.18,0.99
2022-12-26,221226i42,CEM I 42,48.62,22.06,13.59,3.02,0.69,4.73,25.14,0.41,0.83,2.52,11.73,15.08,2.91,15.05,1.90,1.16,0.84
2022-12-26,221226iias42,CEM II AS 42,48.95,22.92,11.78,5.52,0.99,4.29,22.18,6.18,0.70,2.26,10.69,14.89,2.46,13.10,2.42,1.18,1.07
2022-12-26,221226iibll32,CEM II BLL 32,37.78,18.46,13.72,3.92,0.82,4.42,18.67,0.51,9.19,3.34,16.77,11.00,2.89,10.72,1.32,1.09,1.24
2022-12-26,221226iias52,CEM II AS 52,55.28,14.98,12.24,4.71,0.89,4.52,22.95,4.43,0.75,2.57,10.87,15.07,2.82,13.61,2.23,1.19,0.99
2022-12-26,221226i52,CEM I 52,56.25,13.64,13.85,3.07,0.70,4.53,25.56,0.35,0.80,2.09,11.94,15.00,2.50,15.42,1.94,1.15,0.85
2022-12-28,221228i52,CEM I 52,56.39,13.85,13.78,3.07,0.70,4.54,25.58,0.35,0.80,2.10,11.91,14.95,2.51,15.41,1.93,1.15,0.85
2022-12-28,221228iias52,CEM II AS 52,55.36,14.96,12.18,4.72,0.89,4.53,22.85,4.42,0.75,2.58,10.79,14.96,2.83,13.56,2.24,1.19,0.99
2022-12-28,221228iias42,CEM II AS 42,48.88,22.78,11.77,5.51,0.99,4.29,22.10,6.20,0.70,2.27,10.68,14.89,2.45,13.12,2.42,1.19,1.08
2022-12-28,221228iibll32,CEM II BLL 32,37.54,19.04,13.71,3.92,0.80,4.41,18.67,0.51,9.20,3.34,16.82,11.05,2.88,10.73,1.33,1.09,1.24
2022-12-28,221228i42,CEM I 42,48.36,22.26,13.57,3.04,0.69,4.72,25.15,0.42,0.82,2.52,11.68,15.07,2.92,15.15,1.90,1.16,0.83
2022-12-30,221230iibll32,CEM II BLL 32,38.23,18.50,13.76,3.92,0.80,4.41,18.65,0.51,9.20,3.34,16.85,11.04,2.88,10.64,1.33,1.09,1.24
2022-12-30,221230iias42,CEM II AS 42,49.43,23.12,11.83,5.50,0.99,4.28,22.17,6.22,0.70,2.26,10.72,14.78,2.46,13.07,2.41,1.19,1.08
2022-12-30,221230i52,CEM I 52,56.87,14.01,13.84,3.07,0.70,4.53,25.70,0.35,0.80,2.09,11.96,14.93,2.50,15.40,1.94,1.15,0.85
2022-12-30,221230iias52,CEM II AS 52,56.56,14.74,12.23,4.71,0.89,4.52,22.93,4.44,0.75,2.57,10.92,14.94,2.82,13.57,2.23,1.19,1.00
2022-12-30,221230i42,CEM I 42,48.62,22.33,13.60,3.04,0.69,4.72,25.18,0.41,0.82,2.53,11.72,15.04,2.92,15.05,1.90,1.16,0.83
2023-01-02,230102iias42,CEM II AS 42,48.47,22.92,11.72,5.48,0.99,4.29,22.07,6.21,0.70,2.28,10.68,14.84,2.46,13.13,2.42,1.19,1.07
2023-01-02,230102i52,CEM I 52,55.90,14.30,13.78,3.07,0.70,4.51,25.53,0.35,0.80,2.10,11.87,14.98,2.51,15.50,1.94,1.15,0.85
2023-01-02,230102i42,CEM I 42,48.58,22.27,13.48,3.03,0.68,4.75,25.13,0.41,0.82,2.52,11.64,15.16,2.92,15.22,1.90,1.16,0.83
2023-01-02,230102iias52,CEM II AS 52,55.43,14.65,12.18,4.72,0.88,4.52,22.91,4.45,0.75,2.59,10.81,15.05,2.83,13.65,2.24,1.19,1.00
2023-01-02,230102iibll32,CEM II BLL 32,38.77,18.74,13.78,3.93,0.80,4.41,18.73,0.52,9.19,3.35,16.74,11.08,2.87,10.71,1.33,1.09,1.24
2023-01-04,230104iias42,CEM II AS 42,48.32,22.72,11.65,5.49,0.98,4.31,22.24,6.23,0.71,2.29,10.54,14.93,2.45,13.25,2.41,1.19,1.07
2023-01-04,230104iias52,CEM II AS 52,54.76,14.79,12.10,4.70,0.88,4.55,22.76,4.43,0.76,2.60,10.74,15.15,2.82,13.74,2.24,1.19,0.99
2023-01-04,230104iibll32,CEM II BLL 32,37.95,18.49,13.64,3.92,0.79,4.42,18.65,0.51,9.20,3.37,16.71,11.08,2.85,10.81,1.33,1.09,1.23
2023-01-04,230104i42,CEM I 42,48.11,22.10,13.37,3.04,0.68,4.75,25.18,0.41,0.82,2.54,11.55,15.24,2.92,15.27,1.90,1.16,0.84
2023-01-04,230104i52,CEM I 52,55.61,14.13,13.65,3.06,0.69,4.55,25.66,0.35,0.80,2.11,11.76,15.10,2.51,15.60,1.94,1.15,0.84
2023-01-06,230106iibll32,CEM II BLL 32,37.48,18.54,13.64,3.93,0.80,4.41,18.71,0.51,9.23,3.36,16.66,11.10,2.87,10.79,1.33,1.09,1.24
2023-01-06,230106i52,CEM I 52,54.85,14.43,13.64,3.07,0.69,4.55,25.60,0.35,0.80,2.11,11.77,15.05,2.51,15.57,1.95,1.15,0.85
2023-01-06,230106iias52,CEM II AS 52,54.42,15.08,12.05,4.73,0.88,4.55,22.86,4.42,0.76,2.59,10.77,15.07,2.82,13.74,2.24,1.19,0.99
2023-01-06,230106i42,CEM I 42,48.71,21.75,13.36,3.04,0.68,4.75,25.13,0.41,0.82,2.54,11.56,15.22,2.93,15.33,1.91,1.17,0.83
2023-01-06,230106iias42,CEM II AS 42,48.18,22.89,11.66,5.49,0.99,4.28,22.13,6.19,0.71,2.28,10.58,14.92,2.45,13.21,2.42,1.19,1.07
2023-01-09,230109i52,CEM I 52,56.67,14.00,13.70,3.05,0.70,4.53,25.61,0.35,0.80,2.10,11.84,15.05,2.50,15.47,1.94,1.15,0.85
2023-01-09,230109i42,CEM I 42,47.55,22.29,13.46,3.03,0.68,4.74,25.10,0.41,0.83,2.52,11.64,15.18,2.92,15.21,1.90,1.16,0.84
2023-01-09,230109iibll32,CEM II BLL 32,37.65,18.86,13.71,3.92,0.79,4.42,18.65,0.51,9.22,3.35,16.76,11.05,2.86,10.73,1.33,1.08,1.24
2023-01-09,230109iias52,CEM II AS 52,55.98,14.98,12.16,4.69,0.88,4.52,22.84,4.42,0.75,2.58,10.88,15.04,2.82,13.65,2.24,1.18,0.99
2023-01-09,230109iias42,CEM II AS 42,47.94,23.02,11.70,5.47,0.98,4.27,22.15,6.20,0.71,2.27,10.63,14.90,2.45,13.19,2.41,1.19,1.08
2023-01-11,230111i52,CEM I 52,56.24,13.77,13.60,3.07,0.69,4.54,25.47,0.35,0.80,2.11,11.74,15.12,2.51,15.68,1.94,1.15,0.85
2023-01-11,230111iibll32,CEM II BLL 32,37.08,18.99,13.59,3.91,0.79,4.42,18.71,0.51,9.17,3.37,16.68,11.14,2.86,10.86,1.32,1.09,1.24
2023-01-11,230111i42,CEM I 42,48.53,22.13,13.35,3.03,0.68,4.76,25.11,0.42,0.83,2.54,11.48,15.26,2.93,15.35,1.90,1.17,0.83
2023-01-11,230111iias52,CEM II AS 52,53.81,15.77,11.97,4.70,0.88,4.54,22.93,4.44,0.76,2.60,10.71,15.17,2.82,13.76,2.23,1.19,0.99
2023-01-11,230111iias42,CEM II AS 42,47.51,23.24,11.61,5.48,0.99,4.30,22.14,6.22,0.71,2.30,10.50,14.92,2.46,13.26,2.41,1.19,1.07
2023-01-13,230113iias42,CEM II AS 42,47.67,23.31,11.64,5.49,0.98,4.30,22.13,6.23,0.70,2.30,10.53,14.94,2.45,13.25,2.42,1.19,1.07
2023-01-13,230113iias52,CEM II AS 52,54.75,14.99,11.99,4.71,0.88,4.55,22.80,4.44,0.76,2.60,10.72,15.12,2.83,13.72,2.23,1.19,0.99
2023-01-13,230113iibll32,CEM II BLL 32,37.75,19.14,13.62,3.92,0.77,4.43,18.70,0.51,9.19,3.38,16.77,11.11,2.85,10.80,1.33,1.08,1.23
2023-01-13,230113i52,CEM I 52,56.33,14.22,13.61,3.06,0.69,4.55,25.48,0.35,0.80,2.11,11.72,15.13,2.51,15.61,1.93,1.15,0.84
2023-01-13,230113i42,CEM I 42,48.48,21.45,13.33,3.03,0.68,4.77,25.19,0.41,0.83,2.53,11.49,15.27,2.92,15.33,1.90,1.16,0.83
2023-01-16,230116iibll32,CEM II BLL 32,36.93,19.53,13.63,3.92,0.77,4.40,18.64,0.51,9.20,3.35,16.70,11.06,2.85,10.77,1.32,1.09,1.23
2023-01-16,230116i42,CEM I 42,49.06,21.65,13.38,3.04,0.68,4.75,25.11,0.41,0.83,2.54,11.50,15.25,2.93,15.26,1.90,1.16,0.83
2023-01-16,230116i52,CEM I 52,56.56,13.81,13.61,3.06,0.69,4.55,25.50,0.35,0.80,2.12,11.75,15.13,2.50,15.58,1.94,1.15,0.84
2023-01-16,230116iias52,CEM II AS 52,54.38,15.14,12.03,4.70,0.88,4.53,22.84,4.43,0.76,2.59,10.72,15.16,2.83,13.71,2.24,1.18,1.00
2023-01-16,230116iias42,CEM II AS 42,48.46,23.25,11.59,5.50,0.98,4.30,22.14,6.21,0.71,2.28,10.55,14.94,2.45,13.26,2.41,1.19,1.07
2023-01-18,230118i52,CEM I 52,56.16,13.85,13.41,3.06,0.69,4.58,25.47,0.35,0.80,2.13,11.58,15.28,2.51,15.72,1.94,1.15,0.84
2023-01-18,230118i42,CEM I 42,47.31,21.89,13.22,3.03,0.67,4.77,25.07,0.42,0.83,2.55,11.37,15.44,2.92,15.42,1.90,1.16,0.83
2023-01-18,230118iias42,CEM II AS 42,47.80,23.03,11.46,5.50,0.98,4.33,22.11,6.18,0.71,2.29,10.41,15.07,2.46,13.38,2.42,1.19,1.07
2023-01-18,230118iias52,CEM II AS 52,53.90,15.11,11.90,4.69,0.88,4.57,22.83,4.43,0.76,2.61,10.63,15.27,2.83,13.84,2.23,1.19,0.99
2023-01-18,230118iibll32,CEM II BLL 32,37.67,18.55,13.49,3.92,0.78,4.41,18.69,0.51,9.20,3.37,16.54,11.21,2.87,10.92,1.32,1.09,1.23
2023-01-20,230120iias42,CEM II AS 42,47.27,23.28,11.57,5.48,0.98,4.29,22.10,6.19,0.71,2.28,10.50,15.02,2.46,13.30,2.41,1.19,1.07
2023-01-20,230120i52,CEM I 52,56.75,13.55,13.55,3.06,0.69,4.56,25.64,0.35,0.80,2.11,11.67,15.12,2.50,15.64,1.94,1.15,0.84
2023-01-20,230120iias52,CEM II AS 52,54.43,15.37,11.97,4.71,0.88,4.55,22.79,4.41,0.76,2.59,10.64,15.24,2.82,13.73,2.23,1.19,0.99
2023-01-20,230120i42,CEM I 42,47.88,22.09,13.28,3.02,0.67,4.75,25.13,0.42,0.83,2.54,11.45,15.28,2.93,15.35,1.90,1.16,0.83
2023-01-20,230120iibll32,CEM II BLL 32,37.27,19.48,13.54,3.93,0.78,4.42,18.62,0.51,9.21,3.36,16.66,11.17,2.86,10.84,1.32,1.09,1.24
2023-01-23,230123i42,CEM I 42,48.49,21.24,13.35,3.04,0.67,4.74,25.06,0.42,0.83,2.55,11.51,15.28,2.92,15.36,1.90,1.16,0.83
2023-01-23,230123iibll32,CEM II BLL 32,37.93,18.78,13.58,3.91,0.78,4.43,18.64,0.51,9.23,3.36,16.66,11.11,2.87,10.79,1.32,1.09,1.24
2023-01-23,230123iias52,CEM II AS 52,54.44,15.24,12.01,4.72,0.88,4.54,22.80,4.43,0.76,2.59,10.77,15.08,2.83,13.72,2.23,1.19,0.99
2023-01-23,230123iias42,CEM II AS 42,48.13,22.99,11.59,5.50,0.98,4.29,22.10,6.20,0.71,2.28,10.53,14.99,2.45,13.24,2.41,1.19,1.07
2023-01-23,230123i52,CEM I 52,56.63,13.87,13.56,3.05,0.69,4.54,25.59,0.35,0.80,2.11,11.70,15.12,2.51,15.60,1.94,1.15,0.84
2023-01-25,230125iias52,CEM II AS 52,55.27,15.24,12.14,4.72,0.88,4.53,22.84,4.41,0.76,2.58,10.80,15.02,2.82,13.63,2.24,1.19,0.99
2023-01-25,230125iias42,CEM II AS 42,49.37,22.41,11.72,5.50,0.99,4.29,22.12,6.18,0.70,2.26,10.65,14.88,2.47,13.15,2.42,1.18,1.07
2023-01-25,230125iibll32,CEM II BLL 32,38.38,18.62,13.69,3.92,0.78,4.41,18.68,0.51,9.18,3.35,16.73,11.04,2.86,10.73,1.32,1.09,1.23
2023-01-25,230125i52,CEM I 52,57.17,13.44,13.70,3.06,0.70,4.53,25.55,0.35,0.80,2.09,11.89,15.05,2.51,15.47,1.93,1.15,0.85
2023-01-25,230125i42,CEM I 42,48.23,21.81,13.44,3.03,0.68,4.74,25.07,0.42,0.83,2.53,11.61,15.19,2.93,15.12,1.90,1.17,0.83
2023-01-27,230127iias42,CEM II AS 42,48.16,22.84,11.72,5.50,0.99,4.27,22.21,6.20,0.71,2.26,10.67,14.89,2.46,13.15,2.41,1.18,1.07
2023-01-27,230127i52,CEM I 52,56.84,13.83,13.76,3.07,0.69,4.52,25.56,0.35,0.80,2.10,11.85,15.03,2.51,15.44,1.94,1.15,0.85
2023-01-27,230127iibll32,CEM II BLL 32,37.89,18.99,13.70,3.93,0.78,4.41,18.68,0.52,9.16,3.35,16.80,11.02,2.86,10.69,1.32,1.09,1.23
2023-01-27,230127i42,CEM I 42,49.01,22.02,13.52,3.03,0.68,4.72,25.07,0.42,0.83,2.53,11.65,15.14,2.95,15.11,1.90,1.16,0.83
2023-01-27,230127iias52,CEM II AS 52,53.96,15.35,12.12,4.70,0.89,4.52,22.86,4.42,0.75,2.58,10.88,15.03,2.83,13.59,2.23,1.18,0.99
2023-01-30,230130i52,CEM I 52,55.66,14.67,13.57,3.07,0.69,4.53,25.51,0.35,0.80,2.11,11.74,15.12,2.51,15.61,1.94,1.15,0.85
2023-01-30,230130iias42,CEM II AS 42,47.81,22.84,11.58,5.50,0.98,4.31,22.13,6.18,0.70,2.28,10.50,14.96,2.45,13.22,2.41,1.19,1.07
2023-01-30,230130iias52,CEM II AS 52,54.31,14.92,12.04,4.71,0.88,4.55,22.90,4.42,0.76,2.59,10.71,15.15,2.83,13.68,2.23,1.19,0.99
2023-01-30,230130i42,CEM I 42,48.11,21.72,13.33,3.03,0.67,4.74,25.03,0.42,0.83,2.53,11.50,15.25,2.93,15.25,1.89,1.16,0.83
2023-01-30,230130iibll32,CEM II BLL 32,37.46,19.05,13.60,3.92,0.76,4.41,18.62,0.51,9.17,3.35,16.66,11.12,2.85,10.80,1.32,1.09,1.23
2023-02-01,230201iias42,CEM II AS 42,47.99,22.78,11.55,5.49,0.98,4.31,22.02,6.19,0.71,2.28,10.49,15.05,2.46,13.28,2.41,1.19,1.07
2023-02-01,230201i52,CEM I 52,56.49,14.12,13.51,3.06,0.69,4.55,25.53,0.35,0.80,2.11,11.65,15.18,2.52,15.64,1.93,1.15,0.84
2023-02-01,230201iibll32,CEM II BLL 32,37.97,18.66,13.55,3.92,0.76,4.42,18.68,0.51,9.22,3.36,16.63,11.15,2.85,10.86,1.32,1.09,1.24
2023-02-01,230201i42,CEM I 42,46.96,21.71,13.28,3.02,0.67,4.75,25.03,0.41,0.83,2.54,11.43,15.35,2.93,15.35,1.90,1.16,0.83
2023-02-01,230201iias52,CEM II AS 52,53.93,15.28,12.00,4.72,0.88,4.53,22.81,4.41,0.76,2.59,10.63,15.19,2.83,13.78,2.22,1.19,0.99
2023-02-03,230203i42,CEM I 42,48.29,21.97,13.53,3.04,0.68,4.72,25.12,0.42,0.82,2.51,11.67,15.10,2.93,15.13,1.90,1.16,0.83
2023-02-03,230203iias42,CEM II AS 42,47.77,23.16,11.78,5.49,0.99,4.27,22.15,6.23,0.70,2.26,10.68,14.81,2.46,13.11,2.40,1.19,1.07
2023-02-03,230203iibll32,CEM II BLL 32,38.41,19.00,13.78,3.92,0.77,4.39,18.70,0.51,9.18,3.35,16.79,11.02,2.86,10.68,1.32,1.08,1.24
2023-02-03,230203iias52,CEM II AS 52,54.49,15.42,12.20,4.69,0.88,4.51,22.85,4.43,0.76,2.56,10.85,15.03,2.82,13.60,2.23,1.19,0.99
2023-02-03,230203i52,CEM I 52,56.66,13.87,13.78,3.06,0.70,4.51,25.58,0.35,0.80,2.09,11.91,14.96,2.51,15.43,1.93,1.15,0.85
2023-02-06,230206i52,CEM I 52,58.43,13.23,13.92,3.06,0.70,4.50,25.48,0.35,0.80,2.07,12.00,14.93,2.50,15.29,1.94,1.15,0.85
2023-02-06,230206iias52,CEM II AS 52,55.57,14.30,12.28,4.70,0.89,4.52,22.82,4.42,0.75,2.56,10.92,14.96,2.82,13.51,2.22,1.18,0.99
2023-02-06,230206i42,CEM I 42,48.45,21.87,13.64,3.02,0.69,4.69,25.11,0.42,0.82,2.50,11.76,15.05,2.94,15.02,1.90,1.16,0.83
2023-02-06,230206iias42,CEM II AS 42,48.96,23.21,11.87,5.48,0.99,4.29,22.13,6.22,0.70,2.26,10.80,14.74,2.46,13.02,2.41,1.19,1.07
2023-02-06,230206iibll32,CEM II BLL 32,38.71,19.07,13.79,3.92,0.77,4.38,18.72,0.51,9.17,3.34,16.90,10.92,2.85,10.61,1.32,1.08,1.24
2023-02-08,230208iias52,CEM II AS 52,55.34,15.01,12.29,4.71,0.89,4.49,22.80,4.43,0.75,2.57,10.89,14.93,2.83,13.47,2.23,1.19,0.99
2023-02-08,230208i42,CEM I 42,49.17,21.21,13.61,3.03,0.69,4.71,25.17,0.42,0.82,2.50,11.78,15.06,2.94,15.03,1.90,1.16,0.83
2023-02-08,230208iibll32,CEM II BLL 32,38.96,18.57,13.80,3.93,0.77,4.40,18.69,0.51,9.18,3.33,16.87,11.01,2.85,10.62,1.32,1.08,1.24
2023-02-08,230208iias42,CEM II AS 42,48.43,22.81,11.86,5.48,0.99,4.25,22.09,6.22,0.70,2.27,10.73,14.75,2.46,13.04,2.41,1.19,1.08
2023-02-08,230208i52,CEM I 52,56.20,13.88,13.84,3.06,0.70,4.50,25.51,0.35,0.80,2.08,11.99,14.93,2.52,15.35,1.93,1.15,0.85
2023-02-10,230210iibll32,CEM II BLL 32,38.47,19.03,13.72,3.92,0.77,4.39,18.62,0.51,9.21,3.34,16.91,10.98,2.85,10.64,1.32,1.09,1.24
2023-02-10,230210i52,CEM I 52,56.47,13.68,13.78,3.06,0.69,4.49,25.55,0.35,0.80,2.09,11.92,14.99,2.52,15.41,1.93,1.16,0.85
2023-02-10,230210i42,CEM I 42,47.90,21.89,13.55,3.03,0.68,4.72,25.07,0.42,0.83,2.52,11.65,15.10,2.92,15.02,1.89,1.16,0.83
2023-02-10,230210iias42,CEM II AS 42,47.89,23.30,11.79,5.49,0.99,4.26,22.12,6.21,0.70,2.27,10.69,14.82,2.46,13.07,2.42,1.19,1.07
2023-02-10,230210iias52,CEM II AS 52,54.64,14.72,12.20,4.71,0.89,4.50,22.82,4.43,0.75,2.58,10.90,15.01,2.82,13.53,2.23,1.19,0.99
2023-02-13,230213i52,CEM I 52,56.67,13.93,13.85,3.05,0.70,4.51,25.57,0.35,0.80,2.09,11.93,14.96,2.51,15.43,1.93,1.15,0.85
2023-02-13,230213i42,CEM I 42,47.74,22.12,13.54,3.02,0.68,4.70,25.21,0.42,0.82,2.52,11.68,15.15,2.93,15.09,1.89,1.16,0.84
2023-02-13,230213iias52,CEM II AS 52,54.87,14.96,12.26,4.71,0.88,4.51,22.84,4.44,0.76,2.57,10.89,14.98,2.82,13.55,2.24,1.19,0.99
2023-02-13,230213iias42,CEM II AS 42,48.86,22.88,11.82,5.48,0.99,4.27,22.14,6.22,0.70,2.27,10.72,14.82,2.45,13.05,2.40,1.19,1.08
2023-02-13,230213iibll32,CEM II BLL 32,38.92,18.91,13.79,3.91,0.77,4.39,18.68,0.51,9.20,3.34,16.84,11.01,2.85,10.65,1.32,1.09,1.24
2023-02-15,230215iibll32,CEM II BLL 32,38.21,18.81,13.70,3.92,0.76,4.41,18.67,0.51,9.18,3.35,16.83,11.08,2.84,10.69,1.32,1.08,1.23
2023-02-15,230215iias52,CEM II AS 52,54.54,14.90,12.10,4.71,0.88,4.51,22.86,4.42,0.75,2.57,10.87,15.02,2.82,13.56,2.23,1.19,0.99
2023-02-15,230215iias42,CEM II AS 42,47.90,22.96,11.71,5.48,0.98,4.26,22.17,6.21,0.70,2.27,10.70,14.84,2.45,13.12,2.42,1.19,1.07
2023-02-15,230215i42,CEM I 42,48.10,21.68,13.43,3.03,0.68,4.71,25.11,0.42,0.82,2.52,11.60,15.14,2.92,15.15,1.90,1.16,0.83
